yr_built,bridge_condition,avg_daily_traffic,lat,long,county,carries,total_improve_cost_thousands,inspection_mo,inspection_yr,owner,responsibility,vehicles
2002,Good,4515,39.6016655,-76.84999847,Carroll County,HOUCKSVILLE ROAD,0,08,15,County Highway Agency,County Highway Agency,4515 vehicles
1975,Good,790,39.4121722222222,-77.07389444444445,Carroll County,GILLIS ROAD,120,08,15,County Highway Agency,County Highway Agency,790 vehicles
1974,Fair,726,39.47333145,-77.0533371,Carroll County,BAKER ROAD,0,06,15,County Highway Agency,County Highway Agency,726 vehicles
1964,Fair,1020,39.49000168,-77.01999664,Carroll County,SALEM BOTTOM ROAD,275,06,15,County Highway Agency,County Highway Agency,1020 vehicles
1980,Fair,545,39.49333191,-77.02333069,Carroll County,BLOOM ROAD,NA,06,15,County Highway Agency,County Highway Agency,545 vehicles
1988,Good,357,39.4419833333333,-77.07019166666667,Carroll County,SKIDMORE ROAD,24,10,15,County Highway Agency,County Highway Agency,357 vehicles
1966,Fair,583,39.3928583333333,-77.11917777777778,Carroll County,RUNKLES ROAD,NA,08,15,County Highway Agency,County Highway Agency,583 vehicles
1987,Fair,3992,39.3592805555556,-77.13571666666667,Carroll County,TWIN ARCH ROAD,NA,08,15,County Highway Agency,County Highway Agency,3992 vehicles
1981,Fair,267,39.3784972222222,-77.09018611111111,Carroll County,GRIMVILLE ROAD,115,08,15,County Highway Agency,County Highway Agency,267 vehicles
1976,Fair,8360,39.3599166666667,-77.06272777777778,Carroll County,WOODBINE ROAD,NA,08,15,County Highway Agency,County Highway Agency,8360 vehicles
1976,Fair,436,39.360225,-77.045831,Carroll County,MORGAN ROAD,NA,08,15,County Highway Agency,County Highway Agency,436 vehicles
1989,Good,1483,39.36166763,-76.99333191,Carroll County,GAITHER ROAD,22,08,15,County Highway Agency,County Highway Agency,1483 vehicles
1978,Fair,1220,39.36000061,-76.99333191,Carroll County,GAITHER ROAD,330,08,15,County Highway Agency,County Highway Agency,1220 vehicles
1969,Fair,1574,39.38499832,-77.02500153,Carroll County,EDEN MILL ROAD,NA,08,15,County Highway Agency,County Highway Agency,1574 vehicles
1975,Poor,4123,39.40333176,-76.99666595,Carroll County,WHITE ROCK ROAD,12,08,16,County Highway Agency,County Highway Agency,4123 vehicles
1952,Fair,235,39.42166519,-77.02833557,Carroll County,BUCKHORN ROAD,NA,09,15,County Highway Agency,County Highway Agency,235 vehicles
2004,Good,748,39.43333435,-77.02999878,Carroll County,FRETER ROAD,NA,06,15,County Highway Agency,County Highway Agency,748 vehicles
1980,Fair,945,39.43166733,-76.97499847,Carroll County,LINTON ROAD,300,09,15,County Highway Agency,County Highway Agency,945 vehicles
1956,Good,806,39.45166779,-76.95500183,Carroll County,LONDON BRIDGE ROAD,NA,08,15,County Highway Agency,County Highway Agency,806 vehicles
1988,Fair,1670,39.50500107,-76.96499634,Carroll County,KLEES MILL ROAD,NA,08,15,County Highway Agency,County Highway Agency,1670 vehicles
1968,Good,3890,39.42666626,-76.95999908,Carroll County,BARTHOLOW ROAD,NA,08,15,County Highway Agency,County Highway Agency,3890 vehicles
1975,Fair,836,39.38499832,-76.94499969,Carroll County,SLACKS ROAD,170,08,15,County Highway Agency,County Highway Agency,836 vehicles
1975,Good,1063,39.37333298,-76.94499969,Carroll County,SLACKS ROAD,NA,08,15,County Highway Agency,County Highway Agency,1063 vehicles
1974,Good,2975,39.37333298,-76.93166351,Carroll County,BRANGELS ROAD,NA,08,15,County Highway Agency,County Highway Agency,2975 vehicles
1958,Good,254,39.36666489,-76.91166687,Carroll County,ARRINGTON ROAD,NA,08,15,County Highway Agency,County Highway Agency,254 vehicles
1986,Good,11380,39.35185,-76.898103,Carroll County,MARRIOTTSVILLE RD,NA,08,15,County Highway Agency,County Highway Agency,11380 vehicles
1977,Good,11665,39.35333252,-76.89666748,Carroll County,MARRIOTTSVILLE RD,NA,08,15,County Highway Agency,County Highway Agency,11665 vehicles
1974,Fair,644,39.40833282,-76.91500092,Carroll County,SNOWDEN RUN ROAD,NA,08,15,County Highway Agency,County Highway Agency,644 vehicles
1971,Fair,3805,39.41333389,-76.92333221,Carroll County,OKLAHOMA ROAD,NA,08,15,County Highway Agency,County Highway Agency,3805 vehicles
1974,Good,604,39.63000107,-76.91333008,Carroll County,LOUISVILLE ROAD,0,08,15,County Highway Agency,County Highway Agency,604 vehicles
1974,Fair,665,39.47499847,-76.93499756,Carroll County,NINER ROAD,0,08,15,County Highway Agency,County Highway Agency,665 vehicles
1976,Good,321,39.49333191,-76.89167023,Carroll County,HUGHES ROAD,NA,06,15,County Highway Agency,County Highway Agency,321 vehicles
1978,Fair,1522,39.496739,-76.903283,Carroll County,KAYS MILL ROAD,NA,06,15,County Highway Agency,County Highway Agency,1522 vehicles
1974,Fair,198,39.495325,-76.902161,Carroll County,OLD KAYS MILL ROAD,0,06,16,County Highway Agency,County Highway Agency,198 vehicles
1976,Good,2000,39.50999832,-76.92333221,Carroll County,GREEN MILL ROAD,NA,09,15,County Highway Agency,County Highway Agency,2000 vehicles
1985,Fair,233,39.51166534,-76.88833618,Carroll County,BROWN ROAD,75,06,15,County Highway Agency,County Highway Agency,233 vehicles
2000,Good,199,39.53666687,-76.875,Carroll County,EMORY ROAD,NA,05,15,County Highway Agency,County Highway Agency,199 vehicles
1995,Good,1935,39.51833344,-76.87833405,Carroll County,LAWNDALE ROAD,NA,08,15,County Highway Agency,County Highway Agency,1935 vehicles
1900,Fair,153,39.54333496,-76.8833313,Carroll County,PATAPSCO ROAD,NA,05,15,County Highway Agency,County Highway Agency,153 vehicles
1975,Fair,671,39.53833389,-76.8833313,Carroll County,WESLEY ROAD,NA,08,15,County Highway Agency,County Highway Agency,671 vehicles
1980,Fair,633,39.54000092,-76.88833618,Carroll County,PATAPSCO ROAD,NA,05,15,County Highway Agency,County Highway Agency,633 vehicles
1998,Good,729,39.50166702,-76.96333313,Carroll County,CHANDLER DRIVE,NA,08,15,County Highway Agency,County Highway Agency,729 vehicles
1974,Good,240,39.53666687,-76.95833588,Carroll County,ARNOLD ROAD,NA,09,15,County Highway Agency,County Highway Agency,240 vehicles
2008,Good,290,39.55241776,-76.9596405,Carroll County,MAHURON ROAD,0,09,15,County Highway Agency,County Highway Agency,290 vehicles
1978,Good,1463,39.54999924,-76.91666412,Carroll County,CARROLLTON ROAD,NA,08,15,County Highway Agency,County Highway Agency,1463 vehicles
1972,Fair,693,39.54999924,-76.91666412,Carroll County,CARROLLTON ROAD,0,08,16,County Highway Agency,County Highway Agency,693 vehicles
1960,Fair,636,39.54833221,-76.87333679,Carroll County,CARROLLTON ROAD,NA,05,15,County Highway Agency,County Highway Agency,636 vehicles
1930,Fair,4360,39.56833267,-77.04666901,Carroll County,STONE CHAPEL ROAD,0,05,16,County Highway Agency,County Highway Agency,4360 vehicles
1974,Good,145,39.53333282,-76.88166809,Carroll County,TANK ROAD,NA,09,15,County Highway Agency,County Highway Agency,145 vehicles
1974,Fair,180,39.57833481,-76.95999908,Carroll County,NORTH TANNERY ROAD,NA,07,15,County Highway Agency,County Highway Agency,180 vehicles
1968,Good,6556,39.57500076,-76.94333649,Carroll County,GORSUCH ROAD,NA,05,15,County Highway Agency,County Highway Agency,6556 vehicles
2005,Good,140,39.5694666666667,-76.95703333333333,Carroll County,BERBERI ROAD,0,01,16,County Highway Agency,County Highway Agency,140 vehicles
1964,Fair,2933,39.57833481,-76.88666534,Carroll County,COON CLUB ROAD,NA,05,15,County Highway Agency,County Highway Agency,2933 vehicles
1999,Fair,376,39.58666611,-76.89167023,Carroll County,HOFFMAN MILL ROAD,NA,06,15,County Highway Agency,County Highway Agency,376 vehicles
1991,Good,673,39.58666611,-76.90000153,Carroll County,HOFFMAN MILL ROAD,NA,08,15,County Highway Agency,County Highway Agency,673 vehicles
1974,Good,673,39.58666611,-76.8833313,Carroll County,HOFFMAN MILL ROAD,NA,08,15,County Highway Agency,County Highway Agency,673 vehicles
2009,Good,3250,39.61666489,-76.8666687,Carroll County,ACCESS ROAD,NA,06,15,Other Local Agencies,County Highway Agency,3250 vehicles
1960,Fair,1581,39.624717,-76.82525,Carroll County,UPPER BECKLEYSVILL,165,05,15,County Highway Agency,County Highway Agency,1581 vehicles
2010,Good,670,39.62666702,-76.84500122,Carroll County,GREENMOUNT CHURCH,NA,09,15,County Highway Agency,County Highway Agency,670 vehicles
1969,Fair,1190,39.61000061,-76.87999725,Carroll County,SHILOH ROAD,NA,05,15,County Highway Agency,County Highway Agency,1190 vehicles
1973,Poor,622,39.66333389,-76.95166779,Carroll County,BIXLER CHURCH ROAD,59,07,16,County Highway Agency,County Highway Agency,622 vehicles
1974,Good,525,39.67166519,-76.96333313,Carroll County,BIXLER CHURCH ROAD,0,07,15,County Highway Agency,County Highway Agency,525 vehicles
1984,Good,166,39.66333389,-76.9383316,Carroll County,ECKARD ROAD,5,07,15,County Highway Agency,County Highway Agency,166 vehicles
2001,Good,212,39.71166611,-76.86333466,Carroll County,BLACK ROCK ROAD,NA,07,15,County Highway Agency,County Highway Agency,212 vehicles
1978,Fair,1108,39.7113722222222,-76.86085277777778,Carroll County,TRACEYS MILL ROAD,NA,05,15,County Highway Agency,County Highway Agency,1108 vehicles
1970,Good,641,39.69666672,-76.80666351,Carroll County,GRAVE RUN ROAD,NA,07,15,County Highway Agency,County Highway Agency,641 vehicles
2012,Good,2220,39.52666855,-76.94499969,Carroll County,BOLLINGER ROAD,0,05,15,County Highway Agency,County Highway Agency,2220 vehicles
1974,Good,1775,39.51833344,-76.94999695,Carroll County,BOLLINGER ROAD,NA,05,15,County Highway Agency,County Highway Agency,1775 vehicles
1923,Fair,7255,39.57666779,-76.99833679,Carroll County,GREEN STREET,0,09,15,Town or Township Highway Agency,Town or Township Highway Agency,7255 vehicles
1927,Fair,9652,39.65999985,-76.17500305,Harford County,US 1,7762,11,15,State Highway Agency,State Highway Agency,9652 vehicles
1934,Fair,11172,39.62166595,-76.30000305,Harford County,US 1,465,06,16,State Highway Agency,State Highway Agency,11172 vehicles
1953,Fair,11230,39.5487333333333,-76.3499,Harford County,US 1 BU,NA,01,17,State Highway Agency,State Highway Agency,11230 vehicles
1930,Fair,20564,39.51499939,-76.37000275,Harford County,US 1 BU,NA,06,16,State Highway Agency,State Highway Agency,20564 vehicles
1968,Fair,17370,39.51499939,-76.15833282,Harford County,MD 22,NA,02,15,State Highway Agency,State Highway Agency,17370 vehicles
1964,Fair,23320,39.55833435,-76.36499786,Harford County,US 1 & RAMP C(2),NA,01,16,State Highway Agency,State Highway Agency,23320 vehicles
1993,Good,12210,39.4910166666667,-76.20339722222222,Harford County,MD 7,NA,09,15,State Highway Agency,State Highway Agency,12210 vehicles
1925,Fair,12210,39.4885611111111,-76.21444722222222,Harford County,MD 7,54,11,16,State Highway Agency,State Highway Agency,12210 vehicles
2014,Good,12500,39.4766,-76.26037777777778,Harford County,MD 7,NA,08,16,State Highway Agency,State Highway Agency,12500 vehicles
1923,Fair,11350,39.471925,-76.26663611111111,Harford County,MD 7,112,08,16,State Highway Agency,State Highway Agency,11350 vehicles
1991,Good,7300,39.4431833333333,-76.31535277777778,Harford County,MD 7,398,11,15,State Highway Agency,State Highway Agency,7300 vehicles
1950,Fair,22861,39.54166794,-76.33000183,Harford County,MD 22,NA,04,16,State Highway Agency,State Highway Agency,22861 vehicles
1930,Fair,4030,39.5203138888889,-76.14000555555556,Harford County,MD 132B,64,10,16,State Highway Agency,State Highway Agency,4030 vehicles
1989,Fair,3552,39.6759805555556,-76.53787777777778,Harford County,MD 23,NA,05,16,State Highway Agency,State Highway Agency,3552 vehicles
1964,Fair,20002,39.55500031,-76.36833191,Harford County,US 1,1433,02,16,State Highway Agency,State Highway Agency,20002 vehicles
1934,Fair,3522,39.6416444444444,-76.41231388888889,Harford County,MD 24,274,03,16,State Highway Agency,State Highway Agency,3522 vehicles
1917,Fair,3193,39.6320888888889,-76.41106388888889,Harford County,MD 24,55,01,16,State Highway Agency,State Highway Agency,3193 vehicles
1917,Fair,3572,39.6166111111111,-76.40055555555556,Harford County,MD 24,154,01,16,State Highway Agency,State Highway Agency,3572 vehicles
1935,Fair,27800,39.5233345,-76.14333344,Harford County,US 40,316,05,16,State Highway Agency,State Highway Agency,27800 vehicles
1985,Fair,11583,39.49333191,-76.18333435,Harford County,MD 715,NA,07,15,State Highway Agency,State Highway Agency,11583 vehicles
1935,Fair,31990,39.49166489,-76.19333649,Harford County,US 40,NA,10,16,State Highway Agency,State Highway Agency,31990 vehicles
1935,Fair,25930,39.47999954,-76.21833038,Harford County,US 40,NA,02,15,State Highway Agency,State Highway Agency,25930 vehicles
1935,Fair,21093,39.46166611,-76.25333405,Harford County,US 40,NA,02,15,State Highway Agency,State Highway Agency,21093 vehicles
1994,Good,21614,39.43999863,-76.29499817,Harford County,US 40,NA,09,16,State Highway Agency,State Highway Agency,21614 vehicles
1935,Fair,21093,39.4383316,-76.30166626,Harford County,US 40,NA,09,16,State Highway Agency,State Highway Agency,21093 vehicles
1935,Fair,1901,39.7039805555556,-76.51476666666667,Harford County,MD 136,NA,06,16,State Highway Agency,State Highway Agency,1901 vehicles
1934,Fair,2161,39.6980833333333,-76.46590833333333,Harford County,MD 136,75,02,16,State Highway Agency,State Highway Agency,2161 vehicles
1931,Fair,2161,39.6964388888889,-76.42756388888888,Harford County,MD 136,99,02,16,State Highway Agency,State Highway Agency,2161 vehicles
1961,Fair,7511,39.6755,-76.2873,Harford County,MD 136,NA,06,16,State Highway Agency,State Highway Agency,7511 vehicles
2006,Good,6361,39.5297972222222,-76.26273333333333,Harford County,MD 136,NA,08,16,State Highway Agency,State Highway Agency,6361 vehicles
1968,Fair,17370,39.51499939,-76.15833282,Harford County,MD 22,NA,06,16,State Highway Agency,State Highway Agency,17370 vehicles
1971,Good,24672,39.4343694444444,-76.33998055555556,Harford County,MD 152,NA,10,15,State Highway Agency,State Highway Agency,24672 vehicles
1994,Good,341,39.4042861111111,-76.319875,Harford County,MD 152,NA,02,17,State Highway Agency,State Highway Agency,341 vehicles
1922,Fair,970,39.5666611111111,-76.182125,Harford County,MD 156,NA,05,16,State Highway Agency,State Highway Agency,970 vehicles
2008,Good,4980,39.4876694444444,-76.19331944444444,Harford County,MD 159,NA,09,16,State Highway Agency,State Highway Agency,4980 vehicles
1995,Good,5291,39.6166861111111,-76.20090555555555,Harford County,MD 161,NA,07,16,State Highway Agency,State Highway Agency,5291 vehicles
1959,Fair,5772,39.6900083333333,-76.37420277777778,Harford County,MD 165,NA,01,16,State Highway Agency,State Highway Agency,5772 vehicles
1996,Good,20242,39.44666672,-76.30666351,Harford County,MD 24,NA,03,15,State Highway Agency,State Highway Agency,20242 vehicles
1967,Fair,20242,39.44666672,-76.30666351,Harford County,MD 24,NA,03,15,State Highway Agency,State Highway Agency,20242 vehicles
1932,Fair,6101,39.6659611111111,-76.44197222222222,Harford County,MD 165,165,03,16,State Highway Agency,State Highway Agency,6101 vehicles
1930,Fair,6035,39.6620305555556,-76.44847777777778,Harford County,MD 165,NA,03,16,State Highway Agency,State Highway Agency,6035 vehicles
2004,Fair,7471,39.5565666666667,-76.46425555555555,Harford County,MD 165,NA,01,17,State Highway Agency,State Highway Agency,7471 vehicles
2004,Good,7471,39.5559888888889,-76.46511666666666,Harford County,MD 165,NA,01,17,State Highway Agency,State Highway Agency,7471 vehicles
1978,Fair,6960,39.5314416666667,-76.16889166666667,Harford County,MD 462,NA,03,16,State Highway Agency,State Highway Agency,6960 vehicles
1978,Fair,7401,39.5340861111111,-76.16805833333333,Harford County,MD 462,NA,03,16,State Highway Agency,State Highway Agency,7401 vehicles
1932,Fair,7621,39.6189138888889,-76.33069166666667,Harford County,MD 543,205,06,16,State Highway Agency,State Highway Agency,7621 vehicles
1936,Fair,14221,39.5084333333333,-76.27515277777778,Harford County,MD 543,46,05,16,State Highway Agency,State Highway Agency,14221 vehicles
1988,Fair,18082,39.492025,-76.25884166666667,Harford County,MD 543,NA,06,16,State Highway Agency,State Highway Agency,18082 vehicles
1998,Good,1120,39.6956888888889,-76.244225,Harford County,MD 623,NA,07,16,State Highway Agency,State Highway Agency,1120 vehicles
1987,Good,1501,39.6756444444444,-76.21539722222222,Harford County,MD 623,NA,05,16,State Highway Agency,State Highway Agency,1501 vehicles
1936,Fair,3920,39.6961888888889,-76.39020833333333,Harford County,MD 624,52,07,16,State Highway Agency,State Highway Agency,3920 vehicles
1936,Fair,3920,39.6846388888889,-76.38903333333333,Harford County,MD 624,46,03,16,State Highway Agency,State Highway Agency,3920 vehicles
1933,Fair,1140,39.6615861111111,-76.32845,Harford County,MD 646,NA,01,16,State Highway Agency,State Highway Agency,1140 vehicles
1943,Fair,11550,39.4907194444444,-76.17567777777778,Harford County,MD 715 EB,NA,02,15,State Highway Agency,State Highway Agency,11550 vehicles
1943,Fair,11550,39.4906638888889,-76.17500833333334,Harford County,MD 715 WB,NA,01,17,State Highway Agency,State Highway Agency,11550 vehicles
1943,Fair,4030,39.5238777777778,-76.13777777777777,Harford County,MD 132B,461,01,17,State Highway Agency,State Highway Agency,4030 vehicles
1995,Good,20242,39.4366684,-76.3033371,Harford County,MD 24,NA,11,15,State Highway Agency,State Highway Agency,20242 vehicles
1967,Fair,20242,39.4373916666667,-76.30266666666667,Harford County,MD 24 SBR,NA,11,15,State Highway Agency,State Highway Agency,20242 vehicles
1961,Fair,11602,39.5764277777778,-76.43877777777777,Harford County,MD 23,NA,07,16,State Highway Agency,State Highway Agency,11602 vehicles
1961,Good,11892,39.5834833333333,-76.45409166666667,Harford County,MD 23,NA,11,15,State Highway Agency,State Highway Agency,11892 vehicles
1963,Fair,21112,39.52000046,-76.37333679,Harford County,US 1,351,03,15,State Highway Agency,State Highway Agency,21112 vehicles
1963,Fair,20542,39.52666855,-76.37000275,Harford County,US 1,NA,11,15,State Highway Agency,State Highway Agency,20542 vehicles
1963,Fair,2254,39.5437666666667,-76.36948611111112,Harford County,VALE ROAD,564,03,16,State Highway Agency,State Highway Agency,2254 vehicles
1968,Fair,25940,39.51666641,-76.16388702,Harford County,MD 22,NA,10,15,State Highway Agency,State Highway Agency,25940 vehicles
1968,Good,26751,39.51666641,-76.16000366,Harford County,US 40 & RMPS 5 & 6,NA,06,16,State Highway Agency,State Highway Agency,26751 vehicles
1995,Good,20242,39.4438138888889,-76.29917777777777,Harford County,MD 24,NA,08,15,State Highway Agency,State Highway Agency,20242 vehicles
1970,Fair,20242,39.444175,-76.29943055555556,Harford County,MD 24 SBR,NA,08,15,State Highway Agency,State Highway Agency,20242 vehicles
1974,Fair,13262,39.4112305555556,-76.30212777777778,Harford County,MD 24,NA,02,16,State Highway Agency,State Highway Agency,13262 vehicles
1983,Good,11270,39.5358583333333,-76.11453888888889,Harford County,MD 7A,2025,12,15,State Highway Agency,State Highway Agency,11270 vehicles
1978,Good,6501,39.5425472222222,-76.16640277777778,Harford County,MD 462,NA,03,16,State Highway Agency,State Highway Agency,6501 vehicles
1983,Fair,3900,39.5059805555556,-76.16394444444444,Harford County,MD 132,NA,06,16,State Highway Agency,State Highway Agency,3900 vehicles
1991,Good,18391,39.48500061,-76.25166321,Harford County,MD 543,268,11,15,State Highway Agency,State Highway Agency,18391 vehicles
1986,Good,3193,39.6466138888889,-76.41018888888888,Harford County,MD 24,NA,12,15,State Highway Agency,State Highway Agency,3193 vehicles
1986,Fair,3193,39.6573111111111,-76.40798055555555,Harford County,MD 24,NA,04,15,State Highway Agency,State Highway Agency,3193 vehicles
1986,Fair,3193,39.6513388888889,-76.41023888888888,Harford County,MD 24,NA,06,16,State Highway Agency,State Highway Agency,3193 vehicles
1976,Fair,13781,39.4519833333333,-76.28866111111111,Harford County,MD 7,NA,08,16,State Highway Agency,State Highway Agency,13781 vehicles
1995,Good,17981,39.4708166666667,-76.23419722222222,Harford County,MD 543,NA,09,15,State Highway Agency,State Highway Agency,17981 vehicles
1987,Fair,23140,39.5334138888889,-76.364475,Harford County,MD 24F,NA,11,15,State Highway Agency,State Highway Agency,23140 vehicles
1987,Good,23140,39.5316666666667,-76.36496944444444,Harford County,MD 24 & 24E,NA,11,15,State Highway Agency,State Highway Agency,23140 vehicles
1987,Good,21480,39.5307166666667,-76.36070277777777,Harford County,MD 24,NA,11,15,State Highway Agency,State Highway Agency,21480 vehicles
1987,Fair,35300,39.5230388888889,-76.34850555555556,Harford County,MD 24,NA,11,15,State Highway Agency,State Highway Agency,35300 vehicles
1987,Fair,37310,39.5115083333333,-76.34151111111112,Harford County,MD 24,NA,11,15,State Highway Agency,State Highway Agency,37310 vehicles
1987,Good,37310,39.5072166666667,-76.33923888888889,Harford County,MD 24,NA,11,15,State Highway Agency,State Highway Agency,37310 vehicles
1969,Fair,24240,39.42499924,-76.30833435,Harford County,MD 24,NA,03,16,State Highway Agency,State Highway Agency,24240 vehicles
1993,Fair,1620,39.6522833333333,-76.20368611111111,Harford County,MD 623,NA,05,16,State Highway Agency,State Highway Agency,1620 vehicles
2011,Good,72060,39.45833206,-76.30833435,Harford County,MD 24,NA,01,16,State Highway Agency,State Highway Agency,72060 vehicles
1972,Good,510,39.44833374,-76.3216629,Harford County,FASHION WAY,NA,08,16,County Highway Agency,County Highway Agency,510 vehicles
1972,Good,530,39.47499847,-76.33833313,Harford County,WINTERS RUN ROAD,78,07,15,County Highway Agency,County Highway Agency,530 vehicles
2003,Good,4100,39.47333145,-76.34166718,Harford County,SINGER ROAD,NA,07,15,County Highway Agency,County Highway Agency,4100 vehicles
1983,Fair,8300,39.47499847,-76.33833313,Harford County,SINGER ROAD,253,07,15,County Highway Agency,County Highway Agency,8300 vehicles
1996,Good,5500,39.50333405,-76.30833435,Harford County,WHEEL ROAD,NA,07,15,County Highway Agency,County Highway Agency,5500 vehicles
1971,Fair,110,39.50333405,-76.28500366,Harford County,CEDAR LANE,NA,07,15,County Highway Agency,County Highway Agency,110 vehicles
1930,Good,240,39.50472641,-76.25904846,Harford County,NOVA SCOTIA ROAD,NA,07,15,County Highway Agency,County Highway Agency,240 vehicles
1920,Fair,270,39.49390793,-76.2533493,Harford County,CULLUM ROAD,126,12,16,County Highway Agency,County Highway Agency,270 vehicles
1957,Fair,1000,39.47833252,-76.27999878,Harford County,HOOKERS MILL ROAD,NA,07,15,County Highway Agency,County Highway Agency,1000 vehicles
1966,Fair,4200,39.4766655,-76.20333099,Harford County,SPESUTIA ROAD,NA,08,15,County Highway Agency,County Highway Agency,4200 vehicles
1972,Fair,590,39.53833389,-76.21333313,Harford County,CARSINS RUN ROAD,NA,07,15,County Highway Agency,County Highway Agency,590 vehicles
2000,Good,430,39.54000092,-76.20166779,Harford County,ALDINO-STEPNEY RD,NA,09,15,County Highway Agency,County Highway Agency,430 vehicles
1930,Poor,330,39.55937576,-76.18042755,Harford County,WEST CHAPEL ROAD,86,12,16,County Highway Agency,County Highway Agency,330 vehicles
1997,Good,180,39.59000015,-76.15833282,Harford County,COOLEY MILL ROAD,NA,07,15,County Highway Agency,County Highway Agency,180 vehicles
1982,Fair,200,39.6016655,-76.15000153,Harford County,QUAKER BOTTOM ROAD,NA,07,15,County Highway Agency,County Highway Agency,200 vehicles
1955,Fair,150,39.60833359,-76.14666748,Harford County,ROCK RUN ROAD,NA,12,16,County Highway Agency,County Highway Agency,150 vehicles
1991,Fair,260,39.61000061,-76.14499664,Harford County,STAFFORD ROAD,NA,09,15,County Highway Agency,County Highway Agency,260 vehicles
1951,Poor,460,39.62333298,-76.16500092,Harford County,STAFFORD ROAD,746,09,15,County Highway Agency,County Highway Agency,460 vehicles
2005,Good,200,39.49666595,-76.28666687,Harford County,CEDARDAY DRIVE,NA,10,15,County Highway Agency,County Highway Agency,200 vehicles
1930,Fair,340,39.60666656,-76.21833038,Harford County,GLENVILLE ROAD,71,08,15,County Highway Agency,County Highway Agency,340 vehicles
1933,Fair,130,39.60499954,-76.2416687,Harford County,HARMONY CHURCH RD,NA,08,15,County Highway Agency,County Highway Agency,130 vehicles
1930,Poor,800,39.58666611,-76.23166656,Harford County,GLENVILLE ROAD,115,08,16,County Highway Agency,County Highway Agency,800 vehicles
1977,Fair,1100,39.52500153,-76.25666809,Harford County,JAMES RUN ROAD,NA,07,15,County Highway Agency,County Highway Agency,1100 vehicles
1981,Fair,1400,39.59500122,-76.27500153,Harford County,COOL SPRING ROAD,NA,07,15,County Highway Agency,County Highway Agency,1400 vehicles
2008,Good,980,39.58833313,-76.28500366,Harford County,THOMAS RUN ROAD,NA,09,15,County Highway Agency,County Highway Agency,980 vehicles
1975,Good,225,39.58000183,-76.30166626,Harford County,PENNINGTON ROAD,NA,10,15,County Highway Agency,County Highway Agency,225 vehicles
1925,Fair,110,39.61427689,-76.28434753,Harford County,FORGE HILL ROAD,495,11,16,County Highway Agency,County Highway Agency,110 vehicles
1959,Fair,470,39.62166595,-76.33333588,Harford County,WALTERS MILL ROAD,NA,09,15,County Highway Agency,County Highway Agency,470 vehicles
1900,Poor,630,39.60499954,-76.34833527,Harford County,CHESTNUT HILL ROAD,66,09,16,County Highway Agency,County Highway Agency,630 vehicles
1938,Fair,630,39.60666656,-76.34999847,Harford County,CHESTNUT HILL ROAD,56,07,16,County Highway Agency,County Highway Agency,630 vehicles
1955,Poor,1500,39.62881851,-76.37525177,Harford County,GRIER NURSERY ROAD,495,09,15,County Highway Agency,County Highway Agency,1500 vehicles
1976,Fair,3900,39.56499863,-76.36499786,Harford County,BYNUM ROAD,NA,07,15,County Highway Agency,County Highway Agency,3900 vehicles
2005,Good,8700,39.5462265,-76.32826233,Harford County,MOORES MILL ROAD,2000,12,15,County Highway Agency,County Highway Agency,8700 vehicles
1974,Fair,2800,39.52833176,-76.31833649,Harford County,MACPHAIL ROAD,273,07,15,County Highway Agency,County Highway Agency,2800 vehicles
1900,Good,150,39.49666595,-76.34333038,Harford County,PLUMTREE ROAD,NA,09,15,County Highway Agency,County Highway Agency,150 vehicles
1991,Fair,2600,39.49833298,-76.35500336,Harford County,WHITAKER MILL ROAD,385,10,16,County Highway Agency,County Highway Agency,2600 vehicles
1998,Fair,1200,39.50166702,-76.35832977,Harford County,WHITAKER MILL ROAD,NA,08,15,County Highway Agency,County Highway Agency,1200 vehicles
1957,Fair,870,39.47999954,-76.40166473,Harford County,RECKORD ROAD,NA,12,16,County Highway Agency,County Highway Agency,870 vehicles
1978,Good,270,39.50500107,-76.43000031,Harford County,BOTTOM ROAD,NA,07,15,County Highway Agency,County Highway Agency,270 vehicles
1975,Fair,880,39.51166534,-76.43166351,Harford County,FRIENDSHIP ROAD,NA,07,15,County Highway Agency,County Highway Agency,880 vehicles
2008,Good,1500,39.53226852,-76.41439819,Harford County,RYAN ROAD,NA,09,15,County Highway Agency,County Highway Agency,1500 vehicles
2016,Good,2359,39.53333282,-76.38666534,Harford County,WATERVALE ROAD,NA,08,16,County Highway Agency,County Highway Agency,2359 vehicles
1991,Good,7500,39.53489304,-76.40042877,Harford County,CARRS MILL ROAD,NA,10,15,County Highway Agency,County Highway Agency,7500 vehicles
1977,Fair,2500,39.54499817,-76.39167023,Harford County,GRAFTON SHOP ROAD,NA,07,15,County Highway Agency,County Highway Agency,2500 vehicles
1958,Poor,3000,39.54999924,-76.4366684,Harford County,PLEASANTVILLE ROAD,393,10,15,County Highway Agency,County Highway Agency,3000 vehicles
1950,Fair,630,39.55166626,-76.4466629,Harford County,PUTNAM ROAD,242,10,16,County Highway Agency,County Highway Agency,630 vehicles
1958,Poor,430,39.56999969,-76.44333649,Harford County,PHILLIPS MILL ROAD,0,12,16,County Highway Agency,County Highway Agency,430 vehicles
1997,Fair,910,39.58666611,-76.44999695,Harford County,MORSE ROAD,NA,09,15,County Highway Agency,County Highway Agency,910 vehicles
